year,degree_of_injury,industry,sub_industry,incident_type,incident_agent,incident_agent_sub_type,no._of_injuries
2015,Minor,Others,Activities Not Adequately Defined,Striking against Objects,Vehicles,Vehicles - Others,2
2015,Minor,Others,Activities Not Adequately Defined,Striking against Objects,Vehicles,Vehicles - Reach truck / stacker,1
2015,Minor,Others,Activities Not Adequately Defined,Struck by Falling Objects,Industrial Hand Tools,Industrial Hand Tools - Electrical hand tools,2
2015,Minor,Others,Activities Not Adequately Defined,Struck by Falling Objects,Industrial Hand Tools,Industrial Hand Tools - Non-electrical hand tools,2
2015,Minor,Others,Activities Not Adequately Defined,Struck by Falling Objects,Industrial Machines,Industrial Machines - Others,5
2015,Minor,Others,Activities Not Adequately Defined,Struck by Falling Objects,Industrial Machines,Industrial Machines - Saws,1
2015,Minor,Others,Activities Not Adequately Defined,Struck by Falling Objects,Lifting Equipment Including Cranes,Lifting Equipment Including Cranes - Others,1
2015,Minor,Others,Activities Not Adequately Defined,Struck by Falling Objects,Means of Access,Means of Access - Others,1
2015,Minor,Others,Activities Not Adequately Defined,Struck by Falling Objects,Means of Access,Means of Access - Scaffold,2
2015,Minor,Others,Activities Not Adequately Defined,Struck by Falling Objects,Others,Others,26
2015,Minor,Others,Activities Not Adequately Defined,Struck by Falling Objects,Others,"Others - Animals, Plants and Insects",1
2015,Minor,Others,Activities Not Adequately Defined,Struck by Falling Objects,Others,Others - Ceramic Items,7
2015,Minor,Others,Activities Not Adequately Defined,Struck by Falling Objects,Others,Others - Flying Fragments,1
2015,Minor,Others,Activities Not Adequately Defined,Struck by Falling Objects,Others,Others - Furniture and Fittings,28
2015,Minor,Others,Activities Not Adequately Defined,Struck by Falling Objects,Others,Others - Glass Items,6
2015,Minor,Others,Activities Not Adequately Defined,Struck by Falling Objects,Others,Others - Goods/Cargo,27
2015,Minor,Others,Activities Not Adequately Defined,Struck by Falling Objects,Others,Others - Metal Items (excluding knives/needles),47
2015,Minor,Others,Activities Not Adequately Defined,Struck by Falling Objects,Others,Others - Wooden Items,5
2015,Minor,Others,Activities Not Adequately Defined,Struck by Falling Objects,Physical Workplace,Physical Workplace - Structures,1
2015,Minor,Others,Activities Not Adequately Defined,Struck by Falling Objects,Pressurised Equipments,Pressurised Equipments - Gas Cylinders,1
2015,Minor,Others,Activities Not Adequately Defined,Struck by Falling Objects,Vehicles,Vehicles - Forklifts,1
2015,Minor,Others,Activities Not Adequately Defined,Struck by Falling Objects,Vehicles,Vehicles - Motor vehicles,1
2015,Minor,Others,Activities Not Adequately Defined,Struck by Moving Objects,Industrial Hand Tools,Industrial Hand Tools - Electrical hand tools,27
2015,Minor,Others,Activities Not Adequately Defined,Struck by Moving Objects,Industrial Hand Tools,Industrial Hand Tools - Non-electrical hand tools,32
2015,Minor,Others,Activities Not Adequately Defined,Struck by Moving Objects,Industrial Machines,Industrial Machines - Others,10
2015,Minor,Others,Activities Not Adequately Defined,Struck by Moving Objects,Lifting Equipment Including Cranes,Lifting Equipment Including Cranes - Lifting appliances / gears,1
2015,Minor,Others,Activities Not Adequately Defined,Struck by Moving Objects,Lifting Equipment Including Cranes,Lifting Equipment Including Cranes - Lifts and Hoists,1
2015,Minor,Others,Activities Not Adequately Defined,Struck by Moving Objects,Lifting Equipment Including Cranes,Lifting Equipment Including Cranes - Mobile / Crawler Cranes,1
2015,Minor,Others,Activities Not Adequately Defined,Struck by Moving Objects,Lifting Equipment Including Cranes,Lifting Equipment Including Cranes - Mobile Work Platform,1
2015,Minor,Others,Activities Not Adequately Defined,Struck by Moving Objects,Lifting Equipment Including Cranes,Lifting Equipment Including Cranes - Others,2
2015,Minor,Others,Activities Not Adequately Defined,Struck by Moving Objects,Lifting Equipment Including Cranes,Lifting Equipment Including Cranes - Piling machines,1
2015,Minor,Others,Activities Not Adequately Defined,Struck by Moving Objects,Others,Others,25
2015,Minor,Others,Activities Not Adequately Defined,Struck by Moving Objects,Others,"Others - Animals, Plants and Insects",2
2015,Minor,Others,Activities Not Adequately Defined,Struck by Moving Objects,Others,Others - Ceramic Items,1
2015,Minor,Others,Activities Not Adequately Defined,Struck by Moving Objects,Others,"Others - Dusts, Gas, Liquids and Chemicals",3
2015,Minor,Others,Activities Not Adequately Defined,Struck by Moving Objects,Others,Others - Flying Fragments,3
2015,Minor,Others,Activities Not Adequately Defined,Struck by Moving Objects,Others,Others - Furniture and Fittings,21
2015,Minor,Others,Activities Not Adequately Defined,Struck by Moving Objects,Others,Others - Glass Items,1
2015,Minor,Others,Activities Not Adequately Defined,Struck by Moving Objects,Others,Others - Goods/Cargo,9
2015,Minor,Others,Activities Not Adequately Defined,Struck by Moving Objects,Others,Others - Human Factors,4
2015,Minor,Others,Activities Not Adequately Defined,Struck by Moving Objects,Others,Others - Metal Items (excluding knives/needles),36
2015,Minor,Others,Activities Not Adequately Defined,Struck by Moving Objects,Others,Others - Wooden Items,4
2015,Minor,Others,Activities Not Adequately Defined,Struck by Moving Objects,Physical Workplace,Physical Workplace - Form Work,1
2015,Minor,Others,Activities Not Adequately Defined,Struck by Moving Objects,Pressurised Equipments,Pressurised Equipments - Others,1
2015,Minor,Others,Activities Not Adequately Defined,Struck by Moving Objects,Pressurised Equipments,Pressurised Equipments - Pressurised Piping /  Accessories,3
2015,Minor,Others,Activities Not Adequately Defined,Struck by Moving Objects,Vehicles,Vehicles - Forklifts,5
2015,Minor,Others,Activities Not Adequately Defined,Struck by Moving Objects,Vehicles,Vehicles - Motor vehicles,27
2015,Minor,Others,Activities Not Adequately Defined,Struck by Moving Objects,Vehicles,Vehicles - Others,5
2015,Minor,Others,Activities Not Adequately Defined,Work-related Traffic,Vehicles,Vehicles - Motor vehicles,2
2015,Minor,"Professional, Scientific & Technical Activities",Advertising & Market Research,Caught in/ betw Objects,Industrial Machines,Industrial Machines - Others,1
2015,Minor,"Professional, Scientific & Technical Activities",Advertising & Market Research,Falls - Falls from Height,Means of Access,Means of Access - Ladders,2
2015,Minor,"Professional, Scientific & Technical Activities",Advertising & Market Research,"Falls - Slips, Trips & Falls",Others,Others,2
2015,Minor,"Professional, Scientific & Technical Activities",Advertising & Market Research,"Falls - Slips, Trips & Falls",Physical Workplace,Physical Workplace - Floor/Level Surfaces,1
2015,Minor,"Professional, Scientific & Technical Activities",Advertising & Market Research,"Falls - Slips, Trips & Falls",Vehicles,Vehicles - Motor vehicles,1
2015,Minor,"Professional, Scientific & Technical Activities",Advertising & Market Research,Striking against Objects,Physical Workplace,Physical Workplace - Structures,1
2015,Minor,"Professional, Scientific & Technical Activities",Architectural & Engineering Activities; Technical Testing & Analysis,Caught in/ betw Objects,Industrial Machines,Industrial Machines - Bar Benders,2
2015,Minor,"Professional, Scientific & Technical Activities",Architectural & Engineering Activities; Technical Testing & Analysis,Caught in/ betw Objects,Industrial Machines,Industrial Machines - Guillotine Machine,1
2015,Minor,"Professional, Scientific & Technical Activities",Architectural & Engineering Activities; Technical Testing & Analysis,Caught in/ betw Objects,Industrial Machines,Industrial Machines - Others,3
2015,Minor,"Professional, Scientific & Technical Activities",Architectural & Engineering Activities; Technical Testing & Analysis,Caught in/ betw Objects,Lifting Equipment Including Cranes,Lifting Equipment Including Cranes - Overhead Cranes,1
2015,Minor,"Professional, Scientific & Technical Activities",Architectural & Engineering Activities; Technical Testing & Analysis,Caught in/ betw Objects,Others,Others - Furniture and Fittings,1
2015,Minor,"Professional, Scientific & Technical Activities",Architectural & Engineering Activities; Technical Testing & Analysis,Caught in/ betw Objects,Others,Others - Metal Items (excluding knives/needles),2
2015,Minor,"Professional, Scientific & Technical Activities",Architectural & Engineering Activities; Technical Testing & Analysis,Caught in/ betw Objects,Pressurised Equipments,Pressurised Equipments - Boilers,1
2015,Minor,"Professional, Scientific & Technical Activities",Architectural & Engineering Activities; Technical Testing & Analysis,Caught in/ betw Objects,Vehicles,Vehicles - Motor vehicles,1
2015,Minor,"Professional, Scientific & Technical Activities",Architectural & Engineering Activities; Technical Testing & Analysis,Cut/Stabbed by Objects,Industrial Hand Tools,Industrial Hand Tools - Electrical hand tools,2
2015,Minor,"Professional, Scientific & Technical Activities",Architectural & Engineering Activities; Technical Testing & Analysis,Cut/Stabbed by Objects,Industrial Hand Tools,Industrial Hand Tools - Non-electrical hand tools,3
2015,Minor,"Professional, Scientific & Technical Activities",Architectural & Engineering Activities; Technical Testing & Analysis,Cut/Stabbed by Objects,Industrial Machines,Industrial Machines - Others,3
2015,Minor,"Professional, Scientific & Technical Activities",Architectural & Engineering Activities; Technical Testing & Analysis,Cut/Stabbed by Objects,Others,Others - Ceramic Items,1
2015,Minor,"Professional, Scientific & Technical Activities",Architectural & Engineering Activities; Technical Testing & Analysis,Cut/Stabbed by Objects,Others,Others - Glass Items,1
2015,Minor,"Professional, Scientific & Technical Activities",Architectural & Engineering Activities; Technical Testing & Analysis,Cut/Stabbed by Objects,Others,Others - Knives and Needles,3
2015,Minor,"Professional, Scientific & Technical Activities",Architectural & Engineering Activities; Technical Testing & Analysis,Cut/Stabbed by Objects,Others,Others - Metal Items (excluding knives/needles),3
2015,Minor,"Professional, Scientific & Technical Activities",Architectural & Engineering Activities; Technical Testing & Analysis,Exposure to Biological Materials,Others,"Others - Animals, Plants and Insects",1
2015,Minor,"Professional, Scientific & Technical Activities",Architectural & Engineering Activities; Technical Testing & Analysis,Exposure to Extreme Temperatures,Industrial Machines,Industrial Machines - Others,1
2015,Minor,"Professional, Scientific & Technical Activities",Architectural & Engineering Activities; Technical Testing & Analysis,Exposure to Extreme Temperatures,Industrial Machines,Others - Welding Equipment,1
2015,Minor,"Professional, Scientific & Technical Activities",Architectural & Engineering Activities; Technical Testing & Analysis,Exposure to Extreme Temperatures,Others,Others,1
2015,Minor,"Professional, Scientific & Technical Activities",Architectural & Engineering Activities; Technical Testing & Analysis,Exposure to Extreme Temperatures,Others,Others - Flying Fragments,1
2015,Minor,"Professional, Scientific & Technical Activities",Architectural & Engineering Activities; Technical Testing & Analysis,Exposure to Extreme Temperatures,Others,Others - Hot scalding liquid / Steam,2
2015,Minor,"Professional, Scientific & Technical Activities",Architectural & Engineering Activities; Technical Testing & Analysis,Exposure to Hazardous Substances,Others,"Others - Dusts, Gas, Liquids and Chemicals",3
2015,Minor,"Professional, Scientific & Technical Activities",Architectural & Engineering Activities; Technical Testing & Analysis,Exposure to Hazardous Substances,Others,Others - Flying Fragments,1
2015,Minor,"Professional, Scientific & Technical Activities",Architectural & Engineering Activities; Technical Testing & Analysis,Exposure to Hazardous Substances,Others,Others - Metal Items (excluding knives/needles),1
2015,Minor,"Professional, Scientific & Technical Activities",Architectural & Engineering Activities; Technical Testing & Analysis,Falls - Falls from Height,Lifting Equipment Including Cranes,Lifting Equipment Including Cranes - Mobile Work Platform,2
2015,Minor,"Professional, Scientific & Technical Activities",Architectural & Engineering Activities; Technical Testing & Analysis,Falls - Falls from Height,Means of Access,Means of Access - Ladders,2
2015,Minor,"Professional, Scientific & Technical Activities",Architectural & Engineering Activities; Technical Testing & Analysis,Falls - Falls from Height,Means of Access,Means of Access - Scaffold,1
2015,Minor,"Professional, Scientific & Technical Activities",Architectural & Engineering Activities; Technical Testing & Analysis,Falls - Falls from Height,Physical Workplace,Physical Workplace - Roof,1
2015,Minor,"Professional, Scientific & Technical Activities",Architectural & Engineering Activities; Technical Testing & Analysis,"Falls - Slips, Trips & Falls",Lifting Equipment Including Cranes,Lifting Equipment Including Cranes - Mobile / Crawler Cranes,1
2015,Minor,"Professional, Scientific & Technical Activities",Architectural & Engineering Activities; Technical Testing & Analysis,"Falls - Slips, Trips & Falls",Means of Access,Means of Access - Others,2
2015,Minor,"Professional, Scientific & Technical Activities",Architectural & Engineering Activities; Technical Testing & Analysis,"Falls - Slips, Trips & Falls",Means of Access,Means of Access - Stairs or Steps,7
2015,Minor,"Professional, Scientific & Technical Activities",Architectural & Engineering Activities; Technical Testing & Analysis,"Falls - Slips, Trips & Falls",Others,Others,4
2015,Minor,"Professional, Scientific & Technical Activities",Architectural & Engineering Activities; Technical Testing & Analysis,"Falls - Slips, Trips & Falls",Others,"Others - Animals, Plants and Insects",1
2015,Minor,"Professional, Scientific & Technical Activities",Architectural & Engineering Activities; Technical Testing & Analysis,"Falls - Slips, Trips & Falls",Others,"Others - Dusts, Gas, Liquids and Chemicals",1
2015,Minor,"Professional, Scientific & Technical Activities",Architectural & Engineering Activities; Technical Testing & Analysis,"Falls - Slips, Trips & Falls",Others,Others - Furniture and Fittings,6
2015,Minor,"Professional, Scientific & Technical Activities",Architectural & Engineering Activities; Technical Testing & Analysis,"Falls - Slips, Trips & Falls",Others,Others - Goods/Cargo,2
2015,Minor,"Professional, Scientific & Technical Activities",Architectural & Engineering Activities; Technical Testing & Analysis,"Falls - Slips, Trips & Falls",Others,Others - Metal Items (excluding knives/needles),1
